TAG	DESCRIPTION	SIGNAL TYPE	CHASSIS &SLOT No	Channel. No.	Signal	MODULE	CONNECTION BOARD	CB TERM.	DEVICE LOCATION	DEVICE TAG	WIRE COLOUR	WIRE TYPE	WIRE NUMBER	TERMINAL BLOCK	TERM. No.	Loop Type	REV.
B10E-PS-ASB-01:LED	Area Search Pushbutton LED 01	24Vdc	014	1	DO1+	X-DO 24 01	X-CB 009 01	1a	HUTCH	B10E-PS-ASB-01	Grey	0.75mm² H05Z-K	014/DO1+	X-ASB	3	DO1	0
					DO1-			1b			White	0.75mm² H05Z-K	014/DO1-	X-ASB	4
B10E-PS-ASB-02:LED	Area Search Pushbutton LED 02	24Vdc	014	2	DO2+	X-DO 24 01	X-CB 009 01	2a	HUTCH	B10E-PS-ASB-02	Grey	0.75mm² H05Z-K	014/DO2+	X-ASB	7	DO1	0
					DO2-			2b			White	0.75mm² H05Z-K	014/DO2-	X-ASB	8
B10E-PS-ASB-03:LED	Area Search Pushbutton LED 03	24Vdc	014	3	DO3+	X-DO 24 01	X-CB 009 01	3a	HUTCH	B10E-PS-ASB-03	Grey	0.75mm² H05Z-K	014/DO3+	X-ASB	11	DO1	0
					DO3-			3b			White	0.75mm² H05Z-K	014/DO3-	X-ASB	12
B10E-PS-ASB-04:LED	Area Search Pushbutton LED 04	24Vdc	014	4	DO4+	X-DO 24 01	X-CB 009 01	4a	HUTCH	B10E-PS-ASB-04	Grey	0.75mm² H05Z-K	014/DO4+	X-ASB	15	DO1	0
					DO4-			4b			White	0.75mm² H05Z-K	014/DO4-	X-ASB	16
B10E-PS-SP01-02	Beacon/Sounder 02 Message 1 (LSB)	24Vdc	014	5	DO5+	X-DO 24 01	X-CB 009 01	5a	HUTCH	B10E-PS-SP-02	Grey	0.75mm² H05Z-K	014/DO5+	X-SP02	1	DO1	0
					DO5-			5b			White	0.75mm² H05Z-K	014/DO5-	X-SP02	2
B10E-PS-SP02-02	Beacon/Sounder 02 Message 2 (MSB)	24Vdc	014	6	DO6+	X-DO 24 01	X-CB 009 01	6a	HUTCH	B10E-PS-SP-02	Grey	0.75mm² H05Z-K	014/DO6+	X-SP02	3	DO1	0
					DO6-			6b			White	0.75mm² H05Z-K	014/DO6-	X-SP02	4
B10E-PS-SP03-02	Beacon/Sounder 02 Strobe	24Vdc	014	7	DO7+	X-DO 24 01	X-CB 009 01	7a	HUTCH	B10E-PS-SP-02	Grey	0.75mm² H05Z-K	014/DO7+	X-SP02	5	DO1	0
					DO7-			7b			White	0.75mm² H05Z-K	014/DO7-	X-SP02	6
SPDO-014/8	Wired Spare Output	24Vdc	014	8	DO8+	X-DO 24 01	X-CB 009 01	8a			Grey	0.75mm² H05Z-K	014/DO8+	X-SPDO	13	DO1	0
					DO8-			8b			White	0.75mm² H05Z-K	014/DO8-	X-SPDO	14
B10E-PS-ANNOPN-01:B	Hutch Status Annunciator - OPEN B	24Vdc	014	9	DO9+	X-DO 24 01	X-CB 009 01	9a	EXTERNAL	B10E-PS-ANNUN-01	Grey	0.75mm² H05Z-K	014/DO9+	X-ANNUN	3	DO1	0
					DO9-			9b			White	0.75mm² H05Z-K	014/DO9-	X-ANNUN	4
B10E-PS-ANNRES-01:B	Hutch Status Annunciator - RESTRICTED B	24Vdc	014	10	DO10+	X-DO 24 01	X-CB 009 01	10a	EXTERNAL	B10E-PS-ANNUN-01	Grey	0.75mm² H05Z-K	014/DO10+	X-ANNUN	7	DO1	0
					DO10-			10b			White	0.75mm² H05Z-K	014/DO10-	X-ANNUN	8
B10E-PS-ANNSTB-01:B	Hutch Status Annunciator - STANDBY B	24Vdc	014	11	DO11+	X-DO 24 01	X-CB 009 01	11a	EXTERNAL	B10E-PS-ANNUN-01	Grey	0.75mm² H05Z-K	014/DO11+	X-ANNUN	11	DO1	0
					DO11-			11b			White	0.75mm² H05Z-K	014/DO11-	X-ANNUN	12
